FoodLicID,COMMENTS,LOCATIONCOMMENTS,LicenseFK,LicenseID
691,Outdoor Patio opening hours are 12:00 P.M. to 10:00 P.M.,IN WHOLE OF MAIN EXHIBIT BUILDING  IN WHOLE OF IMAX THEATRE  IN WHOLE OF VESSEL DISCOVERY; TENTED AREA CALLED HARBOR TERRACE FROM MAY THROUGH OCTOBER  ALSO HAS A SEASONAL OUTDOOR PATIO ON THE AQUARIUM PLAZA CAFE BETWEEN THE HOURS OF 12:00 PM - 10:00 PM.,7760,LB-101572
692,NONE,SEL DE LA TERRE 1ST FLOOR CAFE/BAR; KITCHEN & STORAGE IN REAR WITH CAPACITY FOR 56 PATRONS (32 SEATED  24 STANDING) AND 3RD FLOOR DINING ROOM FOR 187 PATRONS (169 SEATED  18 STANDING) AND 800 SQUARE FOOT INDOOR PATIO WITH 52 SEATS LOCATED ADJACENT TO THE LICENSED PREMISES WITHIN THE PRUDENTIAL CENTE,7761,LB-99077
693,1.) MALT AND WINE WITH LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) 4:00 A.M. CLOSING HOUR FOR FOOD ONLY,IN TWO ROOMS ON THE FIRST FLOOR  KITCHEN AND STORAGE IN THE REAR.,7762,LB-99718
694,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2.  4:00 A.M. CLOSING for the service of FOOD ONLY.,In two rooms on the first floor with a kitchen in rear; basement for stock.,7763,LB-99565
695,NO DRINKS TO BE CONSUMED IN LOBBY AREA.  CAPACITY BREAKDOWN: 1ST FLOOR - 207  MEZZANINE - 124,IN ONE ROOM  OUTDOOR SEATING ON THE FRANKLIN STREET  SIDE  KITCHEN AND STORAGE ROOM ON 1ST FLOOR; A PORTION OF THE LOBBY  OUTSIDE SEATING 1ST FLOOR; 1 ROOM & STORAGE ROOM MEZZ.LEVEL.  Capacity breakdown: 1st fl - 207; mezzanine - 124.,7764,LB-99353
696,1.) NO BAR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.,40 SEAT RESTAURANT WITH KITCHEN AND STORAGE IN THE REAR.,7765,LB-99802
697,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,One exit into Public Alleyway #430 unnumbered side passage- way and two exits onto Newbury St;in 4 rms lounge service area &stockroom on 1st fl;1rm kitchen&stockroom in basement.   CAPACITY BREAKDOWN: UPPER LEVEL/1ST FL - 149; LOWER LEVEL/BASEMENT -  83.,7766,LB-99167
698,1) IN RESTAURANT  PATIO  ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU. 2)CLOSING HOUR OF INTERIOR IS MIDNIGHT; CLOSING HOUR OF PATIO IS10:00 P.M. 3)ALL TRASH AND REFUSE TO BE STORED INSIDE AND REMOVED ONLY AT THE TIME OF COLLECTION WHICH SHALL BE BETWEEN THE HOURS OF 7:00 A.M.- 9:00 P.M. NO TRASH OR REFUSE TO BE STORED IN THE ALLEY  NOR ON SIDEWALK OR EXTERIOR OF THE RESTAURANT. 4) NO LIVE ENTERTAINMENT. HOTEL CONDITIONS:ALCOHOLTO BE SERVED ONLY AS ROOM SERVICEOR IN THE HOTEL RECEPTION AREA TO REGISTERED HOTEL GUESTS.,IN WHOLE OF SAID BUILDING.  INCLUDING APPROXIMATELY 1200 SQUARE FEET OF MAIN FLOOR RESTAURANT SPACE AT 259 NEWBURY STREET WITH ADJACENT OUTDOOR PATIO AT 257 NEWBURY STREET WITH SEATING FOR 22 PATRONS ON PRIVATE PROPERTY WITH A 10:00 P.M. PATIO CLOSING HOUR.  BASEMENT RESTAURANT SPACE AT 261 NEWBURY,7767,LB-101665
699,1) NO BAR. 2) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 3) SEASONAL OUTDOOR PATIO HASOPERATINGHOURS OF 11:00A.M.-10:00P.M.,IN ONE ROOM ON THE FIRST FLOOR WITH STORAGE; IN ONE ROOM IN THE BASEMENT LEVEL WITH KITCHEN AND STORAGE IN THE REAR.  INCLUDES SEASONAL OUTDOOR PATIO IN FRONT OF PREMISES AND AT STREET LEVEL WITH A TOTAL OF 69 SEATS.,7768,LB-99619
700,,Rear emergency exit to alley; In one room and kitchen on first floor; Rear room for stock.,7769,LB-99145
701,A.) ALCOHOL WITH FOOD ONLY  B.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR  ALSO TO INCLUDE AN OUTDOOR SEASONAL PATIO FOR 16 PATRONS FROM APRIL THROUGH OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.,7770,LB-99850
702,Malt  wine andliqueurs to be served only in conjunction with meals.,379-381 HANOVER STREET; IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN; ONE ROOM IN BASEMENT FOR STORAGE.,7771,LB-99703
703,NONE,EXIT TO YARD; SIDE ENTRANCE TO CELLAR FOR STOCK  IN ONE ROOM ON THE FIRST FLOOR  ONE ROOM ON THE SECOND FLOOR.,7772,LB-99047
704,NONE,In one room on the first floor; kitchen and storage in the rear.,7773,LB-99602
705,PATIO CONDITIONS: (1) Alcoholic beveragesto be servedonly in conjunction with food. (2) Agreement with Bay Village N.A. is hereby incorporatedby reference. (3) Patio to close at midnight. Bottle service approved (4/25/12).,In whole of said building; (Revere Hotel)  Entrance and Exits from Stuart Street & Portico  including outside patio areas  restaurant  convention/ conference center  theatre  pool  deck area  hotel rooms & function rooms 3 banquet rooms & adjacent hall kitchen & storage areas on Mezzanine  back sta,7774,LB-101639
706,NONE,IN TWO FLOORS; IN THREE ROOMS ON THE GROUND FLOOR AND PATIO; AND IN THREE ROOMS ON THE SECOND FLOOR USED FOR KITCHEN AND STORAGE.  CAPACITY BREAKDOWN: 1ST FL - 95  2ND FL - 200.,7775,LB-99801
707,NONE,In one room on the first floor  kitchen in the rear  storage in the basement.,7776,LB-99417
708,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 11AM TO NOON. A.) AGREEMENT WITH NEIGHBORHOOD GROUP INCORPORATED BY REFERENCE.,Two rooms & kitchen with storage on first floor entrance/ exit at #3 Appleton Street & exit to alley.  3 Brigham Circle  BOSTON  MA  02116,7777,LB-98889
709,,In whole of said building with outdoor patio and bar area on adjacent wharf area.,7778,LB-99410
710,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. 3. OPEN AT 9:00 A.M.ON SUNDAYS FOR THE SERVICE OF FOODS ONLY.,In one room  kitchen area and raw bar on the street level  storage in the rear,7779,LB-99590
711,NONE,In two rooms with kitchen on first floor  kitchen and storage in basement. Year round outdoor patio on private property at front of first floor with a 11:00 PM closing hour.,7780,LB-99580
712,1.) SUNDAY - THURSDAY 11:00 P.M. CLOSING HOUR -  FRIDAY AND SATURDAY MIDNIGHT CLOSING HOUR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7781,LB-99759
713,,Exits in rear for stock and emergency  in seven rooms on first floor  seven rooms on second floor.,7782,LB-98790
714,NONE,ONE LARGE ROOM ON THE 6TH FLOOR WITH KITCHEN AND STORAGE IN THE BACK.,7783,LB-98806
715,,On one floor  in one room in rear of Matthew Arena; stadium level; kitchen and storage in rear.,7784,LB-99107
716,PATIO OPERATING HOURS: 8:00 a.m. - 12:00 a.m.,IN ENTIRE BUILDING (ALL OF FIRST FLOOR INCLUDING FOUR (4) CONFERENCE ROOMS  MEETING HALL  RESTAURANT AND CAFE/LOUNGE WITH ENTRANCES AND EXITS TO NORTHERN AVENUE AND SEAPORT BLVD.  INCLUDING KITCHEN AND STORAGE.  OUTDOOR SEATING ON RESTAURANT TERRACE CENTER PATIO ON NORTHERN AVENUE AND CENTER PATIO O,7785,LB-99126
717,NONE,NONE,7786,LB-99187
718,Restricted license per chapter 383 of the acts of 2006.,In whole of said building. 120 room hotel with seating in the main lobby plus a meeting room.,7787,LB-116108
719,Alcohol to be served with food only. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,In two rooms with kitchen in rear  storage in basement.,7788,LB-99209
720,PATIO CONDITIONS: 1.) AT ALL TIMES WHEN ALCOHOL IS SERVED A FULL BREAKFAST  LUNCH AND/OR DINNER MENU AND WAIT PERSON SERVICE SHALL BE OFFERED AT ALL AREAS OF THE RESTAURANT WHERE ALCOHOL IS SERVED.  2.) AGREEMENT DATED 5/8/06 BETWEEN LICENSEE AND BAY VILLAGE NEIGHBORHOOD ASSOCIATION INCORPORATED BY REFERENCE.,Entrances and Exits from Stuart Street  In one large room on 1st floor (street level) used for dining  lounge  kitchen and storage areas  and to include an outdoor seasonal patio from April- October for ten patrons on private property between the hours of noon  10:00 P.M.,7789,LB-99234
721,HOURS OF OPERATION: SUNDAY - WEDNESDAY : 11:00 A.M. - 11:00 P.M.  THURSDAY - SATURDAY : 11:00 A.M. - MIDNIGHT,IN ONE ROOM ON THE FIRST FLOOR; ONE ENTRY AREA IN FRONT; KITCHEN AND STORAGE IN THE REAR.,7790,LB-99495
722,,Two rear entrances from alley for stock; in two rooms and kitchen on first floor; cellar for stock.,7791,LB-99039
723,1. 2:00 A.M. CLOSING for the service of Malt and Wine. 2. 4:00 A.M. CLOSING for the service of FOOD ONLY.,Two rooms first floor and kitchen  basement for stock.,7792,LB-99552
724,NONE,In one room and kitchen on first floor; rear room on first floor; rear room on first floor and cellar for stock.  Rear entrance to cellar for stock; and emergency exit at 13 Thacher Street.,7793,LB-99837
725,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) NO BAR,IN THREE ROOMS ON FIRST FLOOR WITH DINING  BAR AND KITCHEN  STORAGE IN THE REAR; IN ONE ROOM IN BASEMENT FOR DINING AND OFFICE AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:30 P.M.  Capacity breakdown: 1st fl - 60; basement - 3,7794,LB-99486
726,,Unnumbered entrance and exit on Marshall Street; in three rooms and kitchen on the first floor; cellar for stock and one large room on the second floor.  Capacity breakdown: 1st fl - 296; 2nd fl - 200.,7795,LB-99264
727,The Board granted permission to open on Sundays for brunch with the service of food and alcohol beginning at 10:00 AM.,In whole of said building except basement.  Capacity breakdown: 1st fl - 134  2nd fl - 220.,7796,LB-98791
728,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  2.) TO BE STAFFED AT ALL TIMES.,IN WHOLE OF SAID BUILDING - BASEMENT FOR STORAGE IN ADDITION OF A MEZZANINE TO PARADISE ROOM AND TO INCLUDE AN OUTDOOR PATIO FOR 32 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.  Capacity breakdown: 1st fl - 576; mezzanine - 357; lounge - 66.,7797,LB-101571
729,PATIO CONDITIONS:  A.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  B.) PATIO TO BE STAFFED AT ALL TIMES.  11:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,Side entrance and emergency exit at 69 Lansdowne Street  enlarged dining room and kitchen with storage on the first floor; also enlarged function room on the first floor; basement for storage with an outdoor patio for 104 patrons between the hours of 8:00 a.m. - 2:00 a.m.  DPW LAND,7798,LB-98965
730,1. MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2. NO BAR. THE BOARD GRANTED AND ACKNOWLEDGED 10:00 OPENINGS ON SATURDAY AND SUNDAY FOR BRUNCH.,In one room and kitchen on the ground floor with basement for storage and emergency exit in rear.,7799,LB-99536
731,CLOSING HOUR: 11:00 PM Sunday - Thursday; 11:30 PM Friday & Saturday. All deliveries made from Monument Ave. thru back door. Trash store inside in covered containers overnight.,In one room and kitchen on the first floor; Storage in basement.,7800,LB-99586
732,,ONE ROOM AND KITCHEN FIRST FLOOR- BASEMENT FOR STOCK & STORAGE.  CAPACITY BREAKDOWN: 10 @ BAR STOOLS; 50 @ TABLES & CHAIRS.,7801,LB-99571
733,Keys necessary to open minibars in rooms.,@ 60 72 74 Tremont Street; 42 52 60 School Street; 5 Bosworth Street; in whole of said building with minibars in 481 of the guestrooms. SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.,7802,LB-101641
734,,In three rooms and kitchen on first floor; basement for stock.,7803,LB-99156
735,"Remove restriction #2 from license -#2 ""No further Physical additions""",IN ONE ROOM AND A STORAGE ROOM ON THE FIRST FLOOR; ONE ROOM AND A STORAGE ROOM ON THE SECOND FLOOR.  Capacity breakdown: 1st fl - 110; 2nd fl - 90.,7804,LB-98800
736,PATIO CONDITIONS: 1.)  11:00 P.M. CLOSING HOUR  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  3.) TO BE STAFFED AT ALL TIMES.,EMERGENCY EXITS IN REAR; IN ONE ROOM  BAR  LOUNGE  KITCHEN AND LOUNGE CAR ON FIRST FLOOR; SUMMER GARDEN (GLASS ENCLOSED) AND TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 46 PATRONS.,7805,LB-99132
737,1.) NO BAR 2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. CLOSING HOUR: 10:00 PM SUNDAY - WEDNESDAY 10:30 PM THURSDAY - SATURDAY PATIO CONDITION: A.) ALCOHOL TO BE SERVED ONLY WITH FOOD.,IN ONE ROOM ON THE GROUND FLOOR; KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE A SEASONAL SIDEWALK CAF FROM APRIL THROUGH OCTOBER FOR 22 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M. (SUNDAY - WEDNESDAY) & 11:00 A.M. - 10:30 P.M. (THURSDAY - SATURDAY)  DPW LAND,7806,LB-99656
738,NONE,FIRST FLOOR ENTRANCE/EXIT ON STUART STREET & ON CHURCH STREET.  MAIN ENTRANCE  MAIN DINING ROOM WITH A SECOND ROOM WITH 36 SEATS  AND AN ADDITIONAL DINING AREA WITH 64 SEATS ( WITH EMERGENCY EXITS ONTO STUART STREET ) BAR AREA  TWO PRIVATE DINING ROOMS  KITCHEN AND BACK AREA FOR STORAGE AND EMPLOYEE,7807,LB-99270
739,NONE,In whole of said building  known as 505 Washington Street (f/k/a 59 Temple Place)  consisting of 135 000 S.F.  242 guest rooms with minibar service  lobby  offices  conference and meeting rooms  a 4 257 square foot ground floor restaurant of 100 seats and a bar with 13 seats  and a lobby bar with 10,7808,LB-99186
740,AS AGREED TO BY LICENSEE: 1.) THE 3RD FLOOR OF THE PREMISES WILL NOT BE UTILIZED FOR LARGE FUNCTIONS  INCLUDING BUT NOT LIMITED TO BACHELOR PARTIES  NOR WILL THE AVAILABILITY OF THE 3RD FLOOR BE MARKETED OR PROMOTED FOR SUCH PURPOSES. 2.) OZNEMOC  INC. SHALL FOREVER FORSAKE ANY REQUEST TO INCREASE CAPACITY FROM 394. THE BOARD GRANTED THE PETITION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,ENTIRE FIRST  SECOND AND THIRD FLOORS  AND CELLAR FOR STOCK.  Capacity breakdown: 1st fl - 113 seated; mezzanine - 93 seated; 2nd fl - 108 seated; 3rd fl - 80 seated.,7809,LB-99294
741,PATIO CONDITIONS:  1.) CLOSING HOUR 10:00 PM SUNDAY - THURSDAY  11:00 P.M. FRIDAY AND SATURDAY  2.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS   3.) TO BE STAFFED AT ALL TIMES. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE LARGE ROOM WITH KITCHEN & STORAGE ON BELVEDERE ARCADE/HUNTINGTON AVE SIDE OF PRUDENTIAL CENTER WITH AN OUTDOOR SEASONAL PATIO ON STREET LEVEL AREA REAR OF ALONG BELVEDERE ARCADE/HUNTINGTON AVE. SIDE OF PRUDENTIAL CENTER FROM APRIL - OCTOBER.  Capacity breakdown: street level - 61; arcade leve,7810,LB-99164
742,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH SUNDAYS 10:00 A.M.,3 rooms plus kitchen & storage rm on lst floor with main entrance & exit onto Charles St South; 3 emergecy exits onto Charles St South; 3 emergency exits onto alley in back of building onto Charles St South; mezzanine with office & storage space; outdoor seating in front of restaurant on Charles St,7811,LB-99020
743,1.) MALT AND WINE AND LIQUEURS SERVED IN CONJUNCTION WITH FOOD.  2.) NO BAR. 3.) ALL GARBAGE AND TRASH TO BE STORED IN LOCKED  RODENT PROOF CONTAINERS AND PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION.  4.) DELIVERY VEHICLES MAY NOT PARK OR STOP IN ALLEY.,279 NEWBURY STREET IN ONE DINING ROOM STORAGE ROOM AND KITCHEN IN THE BASEMENT; SEASONAL PATIO WITH 50 PATRONS ON THE STREET LEVEL.,7812,LB-99784
744,11:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH. BOTTLE SERVICE APPROVED BY BLB.,In whole of said building and that portion of One Post Office Square as shown on plans filed with the Board and an outside patio on Pearl Street with seating capacity of 42 persons.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.  Bottle service approved (2009) for Bond Restaurant.,7813,LB-101631
745,LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,IN TWO ROOMS ON THE FIRST FLOOR WITH ENTRANCE ON WARRENTON STREET  AND EMERGENCY EXIT TO ALLEY IN REAR  BASEMENT FOR STORAGE.,7814,LB-101566
746,Food to be sold until at least 11:00 P.M. LICENSING BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Two front entrances & exits and one rear exit to alley  one Banquet room and second banquet room on the second floor with a fire escape; kitchen and stockroom for storage at the basement.,7815,LB-99271
747,NONE,@14-16 PARMENTER STREET: FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN TWO ROOMS. STORAGE ROOM IN THE BASEMENT; RESTAURANT KITCHEN ON 1ST FLOOR WITH PASSAGEWAY JOINING BOTH. RESTROOMS OFF PASSAGEWAY AND TO INCLUDE ONE ROOM IN BASEMENT.  CAPACITY BREAKD,7816,LB-99707
748,,ON ONE FLOOR IN LOWER LEVEL OF BUILDING  IN TWO ROOMS: FRONT LOUNGE/MAIN ROOM WITH MAIN BAR  OVERFLOW BAR AND LOUNGE SEATING; REAR LOUNGE WITH DEDICATED BAR AND ADDITIONAL SEATING.  KITCHEN AND STORAGE IN REAR.,7817,LB-99200
749,NONE,In one room on first floor with main entrance on Temple Place and emergency exit in rear; in one room on lower level with kitchen  restrooms  storage and office  and emergency exit at rear.  With a 2:00 AM closing hour.,7818,LB-99322
750,THE LICENSING BOARD HAS APPROVED PERMISSION TO PROVIDE BOTTLE SERVICE ON THE PREMISES.,Rear entrance from alleyway and emergency exits  two rooms first floor and balcony; one room in basement for patrons; basement for kitchen and stock.  Capacity breakdown: 1st fl - 181  basement - 86.,7819,LB-99093
751,1. No bar 2. Malt and Wine to be served only in conjunction with meals. 3. No exterior signs advertising malt and wine,In one room on the street level consisting of a dining area  kitchen and storage area; basement for storage,7820,LB-99547
752,(1) ALCOHOL WITH FOOD ONLY. (2) NO BAR. (3) ALCOHOL MAY BE SERVED ON SUNDAYS IN CONJUNCTION WITHBRUNCH AT10:00 A.M.,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE BASEMENT.,7821,LB-99793
753,1) ALCOHOL SERVICE WITH FOOD ONLY;2) OUTDOOR PATIO TO CLOSE AT 10:00 P.M.;3) 10:00 A.M. OPENING ON SUNDAYS FOR ALCOHOL SERVICE WITH BRUNCH; AND 4) PATIO CONDITION: ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,2 FLOORS; LOWER LEVEL - KITCHEN  SERVICE BAR  DINING ROOM  OUTDOOR DINING  STORAGE  BAR  RESTROOMS  MAIN ENTRANCE/EXIT  EMPLOYEE ENTRANCE/EXIT & 2 EMERGENCY ENTRANCES/EXITS.  MAIN LEVEL - DINING ROOM  BAR  RESTROOMS  2 EMERGENCY ENTRANCES/EXITS WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOB,7822,LB-99163
754,NONE,In one room on first floor; One room and office with kitchen on the 2nd. floor; Basement for stock  Separated interior stairway in rear for emergency exit.  Capacity breakdown: 1st fl - 108; 2nd fl - 102.,7823,LB-99307
755,,Unnumbered entrance in rear to cellar for stock; in two rooms and kitchen on first floor; cellar for stock. ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,7824,LB-99112
756,NONE,PREMISES ARE APPROXIMATELY 2492 SQUARE FEET AND LOCATED ON THE GROUND FLOOR AT THE NORTHERN END OF THE BUILDING FACING ATLANTIC AVENUE; ONE ENTRANCE ON ATLANTIC AVENUE AND ONE ON NORTHERN SIDE OF PREMISES.  ANNUAL OUTDOOR PATIO ON PRIVATE PROPERTY WITH SEATING FOR 70 PATRONS.,7825,LB-99452
757,NONE,IN ONE LARGER ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR  STORAGE IN THE ATTIC AND TO EXPAND THE FLOOR PLAN OF THE LICENSED PREMISES FROM 902 SQUARE FEET TO 1350 SQUARE FEET.,7826,LB-99613
758,THE BOARD GRANTED PERMISSION TO SERVE ALCOHOL AT 10:00 AMWITH SUNDAY BRUNCH.,IN ONE LARGE ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE; ENTRANCE/EXIT ON CONGRESS STREET WITH EMERGENCY EXIT TO THE REAR; OUTDOOR SEATING FOR 24 PATRONS ON PUBLIC SIDEWALK  AND ALSO TO INCLUDE PORTION OF OUTDOOR'S SEATING AREA ON PRIVATE PROPERTY.,7827,LB-99045
759,,Two emergency exits in rear; One room and kitchen first floor.,7828,LB-99510
760,WINE MALTAND LIQUEUR BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,APPROXIMATELY 1 097 (+/-) SQUARE FEET ON THE FIRST FLOOR.  IN ONE ROOM DINING WITH SEATING FOR FORTY-SIX (46) AND A BAR WITH AN ADDITIONAL THREE (3) SEATS.  KITCHEN IN THE REAR OF THE BUILDING.  ADDITIONAL 200 (+/-) SQUARE FEET OF BASEMENT SPACE FOR STORAGE.  ONE ENTRANCE/EXIT ON NEWBURY STREET AND,7829,LB-99823
761,3:00 A.M. Closing Hour for Foods Only.,4 Tyler Street; in one dining room and kitchen in the basement; storage and prep area on the first floor.,7830,LB-99524
762,NONE,IN ONE ROOM AND KITCHEN FIRST FLOOR  CELLAR FOR STOCK. CAPACITY BAR 15   DINING  30  STANDING 22.,7831,LB-99422
763,1)BAR SEATS LIMITED.,In two rooms on the first floor  kitchen in the rear  storage in the basement and a seasonal outdoor patio for 16 patrons on the sidewalk in the front.,7832,LB-98995
764,1. No bar on premises. 2. No service of beer and wine after 11:00 P.M. 3. Service of wine and malt products to be at tables only in conjuction with the service of food.,In one room with kitchen and storage in the back. Entrance/Exits in the front and back with no basement.,7833,LB-99511
765,11:00 OPENING FOR ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS.,Rear entrance to yard for stock;in one room and service bar and kitchen lst floor  one room on mezzanine rear; function room basement rear; cellar for stock. And to include a seasonal outdoor patio on private property for 56 patrons between the hours of 11:00 a.m. - 2:00 a.m.,7834,LB-99313
